"Date","Tweets published","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"2021-08-11","3","12790","684","0.05347928068803753","2","4","10","17","186","0","348","0","0","0","0","0","0","119","117","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-08-12","9","43819","1132","0.02583354252721422","25","11","105","104","257","12","532","0","0","0","0","0","0","86","86","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-08-13","5","24072","1585","0.06584413426387505","1","9","87","58","132","1","504","0","0","0","0","0","0","794","793","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-08-14","17","24283","782","0.032203599225795826","7","9","81","33","61","2","295","0","0","0","0","0","0","309","294","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-08-15","6","17556","623","0.035486443381180226","5","7","43","56","209","3","214","0","0","0","0","0","0","88","86","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-08-16","12","24328","847","0.03481585004932588","12","8","62","47","61","1","479","0","0","0","0","0","0","179","177","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-08-17","6","14684","703","0.04787523835467175","7","4","47","36","64","0","355","0","0","0","0","0","0","190","190","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-08-18","20","17161","693","0.040382262105937886","7","20","107","53","174","2","273","0","0","0","0","0","0","61","57","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-08-19","7","11845","331","0.027944280287040945","8","4","52","31","86","2","117","0","0","0","0","0","0","68","31","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-08-20","27","17023","814","0.04781765846208071","1","33","71","42","52","0","376","0","0","0","0","0","0","245","239","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-08-21","10","9075","278","0.030633608815426996","1","6","42","31","39","0","134","0","0","0","0","0","0","25","25","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-08-22","7","8849","274","0.03096395072889592","3","6","23","14","36","0","124","0","0","0","0","0","0","69","68","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-08-23","6","18766","552","0.029414899285942663","18","7","98","69","119","2","213","0","0","0","0","0","0","26","26","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-08-24","2","9075","272","0.029972451790633608","2","2","31","46","41","0","136","0","0","0","0","0","0","16","14","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-08-25","10","10357","287","0.02771072704451096","3","9","42","30","91","0","95","0","0","0","0","0","0","18","17","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-08-26","18","17457","435","0.02491837085409864","8","14","73","46","118","0","168","0","0","0","0","0","0","8","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-08-27","23","44127","2965","0.06719242187322955","26","51","320","116","95","0","1371","0","0","0","1","0","0","1090","985","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-08-28","17","34936","1920","0.05495763682161667","23","22","174","114","36","0","1053","0","0","0","2","0","0","602","496","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-08-29","4","7114","300","0.04217036828788305","1","4","36","19","22","0","157","0","0","0","0","0","0","70","61","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-08-30","9","9381","404","0.0430657712397399","7","8","29","27","22","2","233","0","0","0","0","0","0","82","76","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-08-31","21","7559","385","0.05093266305066808","4","34","16","22","43","0","248","0","0","0","0","0","0","20","18","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
