"Date","Tweets published","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"2021-09-15","5","6439","228","0.035409225034943315","2","4","24","13","22","1","80","0","0","0","0","0","0","83","82","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-09-16","14","18500","837","0.04524324324324324","19","16","176","61","70","0","216","0","0","0","0","0","0","1289","279","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-09-17","16","12210","438","0.03587223587223587","17","17","80","22","53","1","172","0","0","0","0","0","0","250","76","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-09-18","12","9236","268","0.029016890428757037","6","14","40","11","71","3","102","0","0","0","0","0","0","35","21","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-09-19","19","7773","457","0.05879325871606844","6","27","26","25","20","1","337","0","0","0","0","0","0","18","15","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-09-20","22","32397","1623","0.050097231225113434","13","32","167","80","102","9","944","0","0","0","0","0","0","279","276","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-09-21","12","18906","516","0.02729292288162488","4","10","48","24","139","1","249","0","0","0","0","0","0","44","41","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-09-22","5","6407","199","0.031059778367410643","0","7","40","15","25","0","86","0","0","0","0","0","0","95","26","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-09-23","14","11393","981","0.08610550337926798","11","10","116","23","41","3","273","0","0","0","0","0","0","627","504","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-09-24","12","13016","1054","0.08097725875845113","7","21","91","29","31","2","316","0","0","0","0","0","0","587","557","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-09-25","7","4557","186","0.04081632653061224","4","3","20","19","7","0","82","0","0","0","0","0","0","259","51","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-09-26","10","8999","361","0.0401155683964885","10","14","41","45","12","0","133","0","0","0","0","0","0","122","106","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-09-27","11","11123","604","0.05430189697024184","4","19","55","48","26","1","410","0","0","0","0","0","0","86","41","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-09-28","12","28984","1356","0.04678443279050511","59","11","212","56","107","13","884","0","0","0","0","0","0","25","14","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-09-29","6","16900","640","0.0378698224852071","15","8","97","31","60","3","385","0","0","0","0","0","0","491","41","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-09-30","6","6990","161","0.023032904148783978","10","5","36","14","14","1","66","0","0","0","0","0","0","57","15","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
