"Date","Tweets published","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"2021-07-11","0","2699","22","0.008151167098925528","1","0","1","12","0","0","7","0","0","0","0","0","0","4","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-07-12","11","15234","187","0.012275173952999869","8","12","26","19","13","1","104","0","0","0","0","0","0","17","4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-07-13","8","21809","717","0.03287633545783851","12","10","83","62","37","6","214","0","0","0","0","0","0","296","293","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-07-14","8","10764","283","0.026291341508732812","10","12","25","30","16","1","137","0","0","0","0","0","0","90","52","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-07-15","2","3512","41","0.011674259681093395","0","2","6","6","2","0","20","0","0","0","0","0","0","12","5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-07-16","3","8366","116","0.013865646665072914","7","4","29","14","1","2","53","0","0","0","0","0","0","13","6","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-07-17","9","16440","405","0.024635036496350366","6","11","69","39","3","2","244","0","0","0","0","0","0","66","31","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-07-18","4","10272","230","0.022390965732087226","4","3","53","24","42","0","98","0","0","0","0","0","0","13","6","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-07-19","26","35715","997","0.027915441691166176","38","29","189","92","80","1","465","0","0","0","0","0","0","106","103","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-07-20","8","7798","194","0.024878173890741217","3","10","40","20","18","0","86","0","0","0","0","0","0","20","17","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-07-21","12","7242","139","0.0191935929301298","0","9","19","30","12","0","61","0","0","0","0","0","0","17","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-07-22","13","28924","513","0.017736136080763378","11","12","103","58","8","3","259","0","0","0","0","0","0","312","59","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-07-23","10","22728","364","0.01601548750439986","3","7","62","47","1","0","216","0","0","0","0","0","0","635","28","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-07-24","17","15686","502","0.032003060053550934","6","10","56","25","32","0","176","0","0","0","0","0","0","546","197","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-07-25","10","13075","311","0.02378585086042065","6","7","55","38","35","1","125","0","0","0","0","0","0","212","44","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-07-26","10","13706","297","0.021669341894060994","4","7","69","25","19","0","158","0","0","0","0","0","0","40","15","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-07-27","3","6873","179","0.02604394005528881","1","2","47","23","21","0","81","0","0","0","0","0","0","13","4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-07-28","6","7212","126","0.01747088186356073","3","7","15","15","5","0","72","0","0","0","0","0","0","28","9","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-07-29","6","7313","129","0.0176398194995214","0","6","22","7","3","0","83","0","0","0","0","0","0","60","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-07-30","5","6339","156","0.024609559867486985","4","5","8","6","0","0","132","0","0","0","0","0","0","6","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-07-31","1","2552","49","0.01920062695924765","0","3","4","2","0","0","40","0","0","0","0","0","0","6","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
