"Date","Tweets published","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"2021-03-21","7","12733","366","0.028744207963559254","4","12","45","56","14","0","200","0","0","0","0","0","0","36","35","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-03-22","14","42125","1230","0.02919881305637982","32","20","226","86","184","5","412","0","0","0","0","0","0","267","265","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-03-23","28","41183","1661","0.04033217589782192","18","29","249","106","110","7","604","0","0","0","0","0","0","541","538","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-03-24","12","35734","826","0.023115240387306207","19","15","121","93","170","1","318","0","0","0","0","0","0","204","89","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-03-25","16","23943","584","0.0243912625819655","11","18","139","65","53","0","222","0","0","0","0","0","0","286","76","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-03-26","11","13407","359","0.026777056761393303","4","13","60","48","55","0","128","0","0","0","0","0","0","160","51","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-03-27","6","14722","342","0.02323053932889553","22","6","73","25","41","2","162","0","0","0","0","0","0","18","11","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-03-28","4","9541","70","0.007336757153338224","0","3","13","7","13","0","32","0","0","0","0","0","0","8","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-03-29","7","14571","271","0.01859858623292842","10","7","40","20","94","0","85","0","0","0","0","0","0","21","15","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-03-30","15","28964","1454","0.05020024858444966","20","44","101","68","43","0","825","0","0","0","0","0","0","8","5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-03-31","12","26510","1153","0.043493021501320256","12","18","131","132","81","1","443","0","0","0","0","0","0","549","222","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
