"Date","Tweets published","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"2021-10-01","3","5975","114","0.01907949790794979","3","2","20","12","11","0","62","0","0","0","0","0","0","15","4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-10-02","3","9622","304","0.0315942631469549","4","7","31","21","50","0","90","0","0","0","0","0","0","106","101","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-10-03","3","10918","312","0.028576662392379555","0","8","20","37","12","0","103","0","0","0","0","0","0","134","132","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-10-04","16","8400","309","0.03678571428571428","3","15","58","37","62","1","110","0","0","0","0","0","0","370","23","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-10-05","5","6109","160","0.026190865935504994","0","2","30","21","39","0","57","0","0","0","0","0","0","132","11","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-10-06","2","3240","107","0.03302469135802469","3","1","17","13","20","0","45","0","0","0","0","0","0","25","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-10-07","4","3684","114","0.030944625407166124","5","5","26","15","20","0","35","0","0","0","1","0","0","14","7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-10-08","4","3254","116","0.03564843269821758","1","5","11","13","15","0","37","0","0","0","0","0","0","36","34","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-10-09","7","3386","69","0.020378027170702893","0","1","10","10","6","0","34","0","0","0","0","0","0","14","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-10-10","14","6730","316","0.046953937592867756","2","18","50","17","36","0","164","0","0","0","0","0","0","30","29","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
