"Date","Tweets published","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"2021-05-01","0","2440","42","0.01721311475409836","1","0","4","11","4","1","18","0","0","0","0","0","0","17","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-05-02","1","2952","29","0.009823848238482384","0","3","4","2","1","0","19","0","0","0","0","0","0","18","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-05-03","13","20637","298","0.014440083345447496","4","12","46","33","19","0","110","0","0","0","0","0","0","225","74","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-05-04","5","20211","334","0.016525654346642916","13","3","59","38","32","0","123","0","0","0","0","0","0","461","66","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-05-05","12","12516","285","0.02277085330776606","10","7","55","24","40","0","79","0","0","0","0","0","0","122","61","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-05-06","28","42512","1580","0.03716597666541212","33","53","333","295","9","3","565","0","0","0","0","0","0","105","25","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-05-07","19","33046","717","0.021697028384675906","16","27","87","53","13","1","259","0","0","0","0","0","0","960","219","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-05-08","6","11441","318","0.027794773184162222","4","6","65","40","51","2","96","0","0","0","0","0","0","357","53","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-05-09","9","8990","242","0.026918798665183537","2","11","44","34","11","0","120","0","0","0","0","0","0","1195","20","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2021-05-10","21","36189","590","0.01630329658183426","12","27","78","52","34","0","301","0","0","0","0","0","0","1580","83","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
